"기준년월","HSK품목코드","수출입구분코드","수산물수출입품목명","수출입구분명","당월수출입중량(킬로그램)","당월수출입미화금액(달러)","당해누계수출입중량(킬로그램)","당해누계수출입미화금액(달러)","데이터기준일자"
"2023-04","0106199000","E","기타 포유동물","수출","105","10704","1004","64833","2023-04-30"
"2023-04","0106201000","E","뱀","수출","2","450","26","7451","2023-04-30"
"2023-04","0106203000","E","거북","수출","3","140","19","22507","2023-04-30"
"2023-04","0106209000","E","기타 파충류","수출","207","198601","536","640934","2023-04-30"
"2023-04","0301190000","E","기타(활어)(민물의 것)","수출","8","146","1980","98891","2023-04-30"
"2023-04","0301929090","E","뱀장어(앵궐라종)","수출","30","816","30","816","2023-04-30"
"2023-04","0301992000","E","방어(활어)","수출","0","0","127","4433","2023-04-30"
"2023-04","0301994091","E","돔(기타/ 참돔)","수출","300","3524","1325","15412","2023-04-30"
"2023-04","0301995000","E","붕장어(활어)","수출","134392","1467746","509005","5443747","2023-04-30"
"2023-04","0301996000","E","갯장어(sharp toothed eel/활어)","수출","427","13702","427","13702","2023-04-30"
"2023-04","0301998000","E","넙치(활어)","수출","179244","3169167","737650","13538187","2023-04-30"
"2023-04","0301999020","E","복어(활어)","수출","0","0","2508","40033","2023-04-30"
"2023-04","0301999040","E","볼락(적어포함/활어)","수출","855","23835","4870","132306","2023-04-30"
"2023-04","0301999060","E","숭어(활어)","수출","37","359","167","2279","2023-04-30"
"2023-04","0301999070","E","미꾸라지(활어)","수출","480","11637","2651","58765","2023-04-30"
"2023-04","0301999099","E","기타어류(활어)","수출","3752","138934","23252","879186","2023-04-30"
"2023-04","0302140000","E","대서양 연어(신선 또는 냉장)(살모 살라) 및 다뉴브 연어(후코 후코)","수출","938","26395","3544","98767","2023-04-30"
"2023-04","0302210000","E","넙치(간장/ 어란제외/신선/ 냉장/피레트/ 어육제외)","수출","9352","204134","40529","859117","2023-04-30"
"2023-04","0302220000","E","가자미(간장/ 어란제외/신선/ 냉장/피레트/어육제외)","수출","335","7197","611","9425","2023-04-30"
"2023-04","0302240000","E","터벗(신선 또는 냉장)(프세타 맥시마)","수출","2139","76258","11792","422915","2023-04-30"
"2023-04","0302290000","E","기타 넙치류(간장/ 어란제외/신선/ 냉장/피레트/ 어육제외)","수출","126524","297563","219042","575802","2023-04-30"
"2023-04","0302340000","E","눈다랑어(터너스오베서스/신선/냉장)","수출","0","0","30","267","2023-04-30"
"2023-04","0302352000","E","태평양 참다랑어(신선 또는 냉장)(터너스 오리엔탈리스)","수출","262","8461","384","12249","2023-04-30"
"2023-04","0302390000","E","기타(신선/냉장)","수출","0","0","210620","1308236","2023-04-30"
"2023-04","0302410000","E","청어(신선 또는 냉장)(클루페아 하렌구스/클루페아 팔라시)","수출","72","1497","3481","3971","2023-04-30"
"2023-04","0302420000","E","멸치(신선 또는 냉장)(엔그라울리스종)","수출","0","0","157","2427","2023-04-30"
"2023-04","0302430000","E","정어리(신선 또는 냉장)(사르디나 필차르두스/사르디노프스종)","수출","1300","2527","1336","2700","2023-04-30"
"2023-04","0302440000","E","고등어(신선 또는 냉장)(스콤버-스콤브루스/오스트랄시쿠스/자포니쿠스))","수출","11","95","15955","103528","2023-04-30"
"2023-04","0302450000","E","전갱이(신선 또는 냉장)(트라커러스종)","수출","1","1","122811","264939","2023-04-30"
"2023-04","0302491000","E","삼치[스콤버로모러스(Scomberomorus)종]","수출","17701","101883","319907","1944236","2023-04-30"
"2023-04","0302492000","E","병어[팜푸스(Pampus)종]","수출","16","447","206","3008","2023-04-30"
"2023-04","0302493000","E","꽁치[콜로라비스 사이라(Cololabis saira)]","수출","0","0","18","707","2023-04-30"
"2023-04","0302499000","E","기타","수출","674","2351","674","2351","2023-04-30"
"2023-04","0302720000","E","메기(신선 또는 냉장)(판가시우스종/실루러스종/클라리아스종/익타루러스종)","수출","0","0","287","1821","2023-04-30"
"2023-04","0302740000","E","뱀장어(신선 또는 냉장)(앵귈라종)","수출","18","907","63","2420","2023-04-30"
"2023-04","0302790000","E","기타(신선 또는 냉장)(틸라피아/메기/잉어/뱀장어 외 기타)","수출","0","0","4","60","2023-04-30"
"2023-04","0302820000","E","가오리와 홍어(라지대과)(신선 또는 냉장)","수출","8","340","673","10718","2023-04-30"
"2023-04","0302840000","E","농어(냉동)(디센트라르쿠스종)","수출","0","0","168","3529","2023-04-30"
"2023-04","0302850000","E","돔(신선 또는 냉장)(스파리대과)","수출","24","295","131","1978","2023-04-30"
"2023-04","0302891000","E","방어(신선 또는 냉장)","수출","222","6164","388858","1028220","2023-04-30"
"2023-04","0302892000","E","갈치(신선 또는 냉장)","수출","84","2309","13836","224139","2023-04-30"
"2023-04","0302893000","E","붕장어(신선 또는 냉장)","수출","2048","23618","6429","78533","2023-04-30"
"2023-04","0302895000","E","꽁치(신선 또는 냉장)(학꽁치를 포함한다)","수출","0","0","8472","87338","2023-04-30"
"2023-04","0302896000","E","돔(신선 또는 냉장)(스파리대과를 제외한다)","수출","10916","26734","19348","60456","2023-04-30"
"2023-04","0302899020","E","복어(신선 또는 냉장)","수출","0","0","15","342","2023-04-30"
"2023-04","0302899040","E","아귀(신선 또는 냉장)","수출","610","2960","94355","435651","2023-04-30"
"2023-04","0302899090","E","기타(신선 또는 냉장)(삼치/복어/병어/아귀 외 기타)","수출","57276","1320338","231887","4361645","2023-04-30"
"2023-04","0302911000","E","간","수출","25","213","55","434","2023-04-30"
"2023-04","0302912000","E","어란(魚卵)ㆍ어백(魚白)","수출","15","107","60","857","2023-04-30"
"2023-04","0302990000","E","기타","수출","20","20","40","263","2023-04-30"
"2023-04","0303110000","E","소크아이 연어(홍연어/옹코링쿠스 넬카)","수출","30536","157457","30536","157457","2023-04-30"
"2023-04","0303120000","E","그 밖의 태평양 연어(옹코링쿠스 고르부스카/옹코링쿠스 케타/옹코링쿠스 차비차/옹코링쿠스 키수츠/옹코링쿠스 마소/옹코링쿠스 로두루스)","수출","818321","1615061","7721445","11407550","2023-04-30"
"2023-04","0303130000","E","대서양연어(냉동)(살모 살라)와 다뉴브연어(후코 후코)","수출","0","0","13977","144901","2023-04-30"
"2023-04","0303190000","E","연어(기타)","수출","1000","14000","21171","52119","2023-04-30"
"2023-04","0303260000","E","뱀장어(냉동)(앵귈라종)","수출","0","0","6","5128","2023-04-30"
"2023-04","0303290000","E","연어(송어/ 대서양연어 등 이외 기타/냉동/피레트/ 어육제외)","수출","48","1228","398","8074","2023-04-30"
"2023-04","0303310000","E","넙치[레인하드티우스 히포글러소이데스/히포글러서스 히포글러서스/히포글러서스 스테노레피스)","수출","12623","88232","261611","2066563","2023-04-30"
"2023-04","0303320000","E","가자미(플루로넥테스 플라테사)","수출","1573","9723","5991","40925","2023-04-30"
"2023-04","0303330000","E","서대(간장/ 어란제외/냉동/피레트/ 어육제외)","수출","240","2595","2319","18654","2023-04-30"
"2023-04","0303391000","E","기타넙치류(냉동)","수출","36752","103521","279613","522931","2023-04-30"
"2023-04","0303399000","E","기타넙치류(냉동)","수출","44229","61383","48414","76293","2023-04-30"
"2023-04","0303410000","E","날개다랑어 또는 긴지느러미다랑어(터너스알라룽가/냉동)","수출","217931","640606","530866","1586154","2023-04-30"
"2023-04","0303420000","E","황다랑어(터너스 알바카레스/냉동)","수출","1816737","4535163","8035493","19012209","2023-04-30"
"2023-04","0303430000","E","가다랑어 또는 줄무늬버니토우(냉동)","수출","4699072","8125860","27373523","42664872","2023-04-30"
"2023-04","0303440000","E","눈다랑어(냉동)","수출","549174","3414001","2200823","8335819","2023-04-30"
"2023-04","0303451000","E","대서양 참다랑어(냉동)(터너스 티너스)","수출","0","0","20479","355483","2023-04-30"
"2023-04","0303452000","E","태평양 참다랑어(냉동)(터너스 오리엔탈리스)","수출","16","974","113271","763822","2023-04-30"
"2023-04","0303460000","E","남방참다랑어(터너스맥코이/냉동)","수출","0","0","129074","2104847","2023-04-30"
"2023-04","0303490000","E","기타(냉동)","수출","0","0","48802","71595","2023-04-30"
"2023-04","0303510000","E","청어(클루페아 하렌구스/클루페아 팔라시)","수출","2386869","2126334","11634513","10135833","2023-04-30"
"2023-04","0303530000","E","정어리(냉동)(사르디나 필차르두스/사르디노프스종)","수출","2880731","1843883","10676548","6878813","2023-04-30"
"2023-04","0303540000","E","고등어(스콤버 스콤브루스/스콤버 오스트랄라시쿠스/스콤버 자포니쿠스)","수출","6393800","5546362","36232898","28196808","2023-04-30"
"2023-04","0303550000","E","전갱이(냉동)(트라커러스종)","수출","920070","1312600","5304018","8071598","2023-04-30"
"2023-04","0303570000","E","황새치(자이피어스글래디어스)","수출","268937","1382213","1074958","6196425","2023-04-30"
"2023-04","0303591000","E","삼치[스콤버로모러스(Scomberomorus)종]","수출","1263055","4614167","4582940","18104906","2023-04-30"
"2023-04","0303592000","E","꽁치[콜로라비스 사이라(Cololabis saira)]","수출","660","2865","61521","160594","2023-04-30"
"2023-04","0303599000","E","기타","수출","56431","108227","129106","357062","2023-04-30"
"2023-04","0303630000","E","대구(가두스 모르화/가두스 오각/가두스 마크로세팔루스)","수출","1045623","3586335","5319783","23808215","2023-04-30"
"2023-04","0303660000","E","민대구(냉동)(메루키우스종 등 2종)","수출","175594","209101","549829","845229","2023-04-30"
"2023-04","0303670000","E","명태(냉동)(테라그라 찰코그라마)","수출","717510","744375","12985125","17007623","2023-04-30"
"2023-04","0303699000","E","기타(냉동)(새꼬리민태 외 기타)","수출","0","0","403","11019","2023-04-30"
"2023-04","0303810000","E","곱상어와 기타 상어(냉동)","수출","0","0","11270","75007","2023-04-30"
"2023-04","0303821000","E","가오리(냉동)","수출","0","0","40","66","2023-04-30"
"2023-04","0303822000","E","홍어(냉동)","수출","84100","142661","102511","199133","2023-04-30"
"2023-04","0303830000","E","이빨고기(냉동)(디소스티쿠스종)","수출","580896","17124104","1371350","40564220","2023-04-30"
"2023-04","0303840000","E","농어(신선 또는 냉장)(디센트라르쿠스종)","수출","1090","1365","9503","61518","2023-04-30"
"2023-04","0303891000","E","은대구(냉동)","수출","0","0","30476","57603","2023-04-30"
"2023-04","0303892000","E","갈치(냉동)","수출","476997","1913833","2460013","5997136","2023-04-30"
"2023-04","0303893010","E","옥돔(냉동)(브랜치오스테거스 자포니커스)","수출","39","1997","12401","32953","2023-04-30"
"2023-04","0303893090","E","돔(냉동)(기타)","수출","2444","32278","55175","237337","2023-04-30"
"2023-04","0303894000","E","붕장어(냉동)","수출","29971","280169","71009","685478","2023-04-30"
"2023-04","0303895010","E","조기(냉동)","수출","9566","17793","68407","346482","2023-04-30"
"2023-04","0303895020","E","조기(냉동)","수출","36","40","2042","6052","2023-04-30"
"2023-04","0303895090","E","조기(냉동)","수출","6404","27126","33206","97731","2023-04-30"
"2023-04","0303896000","E","꽁치(냉동)(학꽁치를 포함한다)","수출","193944","684196","1384771","4283535","2023-04-30"
"2023-04","0303898000","E","복어(냉동)","수출","0","0","100","821","2023-04-30"
"2023-04","0303899010","E","보리멸(냉동)","수출","0","0","5706","3588","2023-04-30"
"2023-04","0303899030","E","달고기(냉동)","수출","0","0","15270","99590","2023-04-30"
"2023-04","0303899040","E","임연수어(냉동)","수출","1580","10724","190630","443434","2023-04-30"
"2023-04","0303899050","E","볼낙(냉동)(적어를 포함한다)","수출","161749","374323","277945","667864","2023-04-30"
"2023-04","0303899060","E","아귀(냉동)","수출","15205","67013","72346","311336","2023-04-30"
"2023-04","0303899070","E","먹장어(냉동)(대서양 또는 태평양)","수출","0","0","900","9337","2023-04-30"
"2023-04","0303899091","E","민어(냉동)","수출","36263","134095","88243","259385","2023-04-30"
"2023-04","0303899092","E","까나리(냉동)","수출","96","1039","96","1039","2023-04-30"
"2023-04","0303899099","E","기타어류(냉동)","수출","2829929","5295860","16081615","26290327","2023-04-30"
"2023-04","0303912010","E","명란","수출","267571","2282349","1268485","10873927","2023-04-30"
"2023-04","0303912090","E","기타","수출","1165","4868","67767","278470","2023-04-30"
"2023-04","0303920000","E","상어 지느러미","수출","0","0","395","3300","2023-04-30"
"2023-04","0303990000","E","기타","수출","299824","856225","834324","2290350","2023-04-30"
"2023-04","0304390000","E","기타(신선 또는 냉장한 피레트)","수출","150","7097","2123","71269","2023-04-30"
"2023-04","0304410000","E","태평양 연어(옹코링쿠스- 넬카/고르부스카/케타/차비차/키수츠/마소//로두루스/ 대서양 연어(살모 살라/다뉴브 연어)","수출","1202","27897","5131","110877","2023-04-30"
"2023-04","0304431000","E","가자미(신선 또는 냉장한 피레트)","수출","0","0","917","9357","2023-04-30"
"2023-04","0304439000","E","넙치류 기타(신선 또는 냉장)","수출","90","5616","781","39638","2023-04-30"
"2023-04","0304480000","E","가오리와 홍어(신선냉장) 피레트","수출","0","0","28","409","2023-04-30"
"2023-04","0304491000","E","붕장어(신선 또는 냉장한 피레트)","수출","72143","872939","310395","3809103","2023-04-30"
"2023-04","0304499000","E","기타(신선 또는 냉장한 피레트)","수출","57","3218","524","27054","2023-04-30"
"2023-04","0304519000","E","틸라피아/메기/잉어/뱀장어/나일퍼치 종의 기타(기타/신선 또는 냉장한 것)","수출","145","2562","623","11465","2023-04-30"
"2023-04","0304530000","E","브레그마세로티대과외","수출","0","0","2","5","2023-04-30"
"2023-04","0304591000","E","붕장어(연육/ 기타)(신선/냉장)","수출","1405","2912","2410","4932","2023-04-30"
"2023-04","0304599090","E","기타(연육 외 기타)(기타/신선 또는 냉장한 것)","수출","3","102","20","1281","2023-04-30"
"2023-04","0304690000","E","틸라피아/메기/잉어/뱀장어/나일퍼치 종의 기타(냉동한 피레트)","수출","120","5873","360","10788","2023-04-30"
"2023-04","0304710000","E","대구(가두스 모르화/가두스 오각/가두스 마크로세팔루스)","수출","42","160","775","2840","2023-04-30"
"2023-04","0304750000","E","명태(냉동한 피레트)(테라그라 찰코그라마)","수출","1776","9986","50059","193000","2023-04-30"
"2023-04","0304810000","E","태평양 연어(옹코링쿠스 -넬카/고르부스카/케타/차비차/키수츠/마소/로두루스)/ 대서양 연어(살모 살라)/다뉴브 연어(후코 후코))","수출","62","2052","62","2052","2023-04-30"
"2023-04","0304831000","E","가자미(냉동한 피레트)","수출","1201","11835","10885","82891","2023-04-30"
"2023-04","0304840000","E","황새치(냉동한 피레트)(자이피어스 글래디어스)","수출","114478","919361","443805","3733009","2023-04-30"
"2023-04","0304860000","E","청어(냉동한 피레트)(클루페아 하렌구스 /클루페아팔라시)","수출","0","0","1848","31401","2023-04-30"
"2023-04","0304871000","E","참다랑어(냉동한 피레트)","수출","167883","5012698","646862","22609770","2023-04-30"
"2023-04","0304879000","E","다랑어 기타(냉동한 피레트)","수출","1390643","16117529","4514450","51702785","2023-04-30"
"2023-04","0304891000","E","붕장어의 것(냉동한 피레트)","수출","39047","474721","137887","1717855","2023-04-30"
"2023-04","0304895000","E","고등어의것(냉동한 것)","수출","0","0","100","324","2023-04-30"
"2023-04","0304899000","E","기타어류의 기타(냉동한 피레트)","수출","131376","1170572","562021","5707445","2023-04-30"
"2023-04","0304941000","E","명태 냉동연육","수출","300540","431323","603340","1479196","2023-04-30"
"2023-04","0304949000","E","명태 냉동연육 외 기타","수출","262092","261630","267505","281560","2023-04-30"
"2023-04","0304970000","E","가오리와 홍어(연육/ 기타)(냉동)","수출","9","330","27","763","2023-04-30"
"2023-04","0304991000","E","기타 냉동연육","수출","24018","68647","227744","622604","2023-04-30"
"2023-04","0304999000","E","기타 냉동연육 외 기타","수출","9657","76910","59528","319853","2023-04-30"
"2023-04","0305204010","E","어란(명태/염장/염수장)","수출","2258","35583","20771","263099","2023-04-30"
"2023-04","0305204020","E","어란(조기/염장/염수장)","수출","0","0","45","526","2023-04-30"
"2023-04","0305204030","E","어란(청어/염장/염수장)","수출","85","2421","182","5061","2023-04-30"
"2023-04","0305204090","E","어란(명태/ 조기/ 청어이외 기타/염장/ 염수장)","수출","480","6536","750","8113","2023-04-30"
"2023-04","0305311000","E","틸라피아/메기/잉어/뱀장어/나일퍼치 종의 건조한 것","수출","147","1596","2208","64730","2023-04-30"
"2023-04","0305321000","E","브레그마세로티대과외6종무리에놀레피디대과어류 건조한것","수출","0","0","324","3520","2023-04-30"
"2023-04","0305391000","E","기타어류의 피레트(건조한것)","수출","218","8731","2126","45446","2023-04-30"
"2023-04","0305392000","E","기타어류의 피레트(염장 또는 염수장한 것)","수출","675","3308","904","4988","2023-04-30"
"2023-04","0305410000","E","태평양 연어(옹코링쿠스- 넬카/고르부스카/케타/차비차/키수츠/마소/로두루스)/ 대서양 연어(살모 살라)/ 다뉴브 연어(후코 후코))","수출","545","11513","1282","29899","2023-04-30"
"2023-04","0305491000","E","멸치(훈제/피레트포함)","수출","1418","17866","5136","65902","2023-04-30"
"2023-04","0305492000","E","명태(훈제/피레트포함)","수출","1436","4136","3055","25618","2023-04-30"
"2023-04","0305499000","E","어류(연어/ 청어/ 멸치/ 명태이외 기타/훈제/피레트 포함)","수출","0","0","8619","112119","2023-04-30"
"2023-04","0305510000","E","대구(건조/염장불문/훈제제외)","수출","580","10092","716","13985","2023-04-30"
"2023-04","0305520000","E","틸라피아[오레오크로미스(Oreochromis)종]/ 메기[판가시우스(Pangasius)종ㆍ실루러스(Silurus)종ㆍ클라리아스(Clarias)종ㆍ익타루러스(Ictalurus)종]/ 잉어[사이","수출","0","0","499","34151","2023-04-30"
"2023-04","0305531000","E","기타 어류(건조)","수출","45999","335654","184663","1282625","2023-04-30"
"2023-04","0305539000","E","기타 어류(건조)","수출","5","30","6","46","2023-04-30"
"2023-04","0305541000","E","멸치[엔그라울리스(Engraulis)종]","수출","86614","1095945","358978","4843143","2023-04-30"
"2023-04","0305549000","E","기타","수출","2133","14575","12548","103193","2023-04-30"
"2023-04","0305594000","E","조기(건조/염장불문/훈제제외)","수출","2146","18869","21763","428479","2023-04-30"
"2023-04","0305597000","E","까나리(건조/염장불문/훈제제외)","수출","0","0","321","765","2023-04-30"
"2023-04","0305599000","E","어류(대구/상어지느러미/멸치/명태/조기등외기타건조/훈제제외)","수출","29599","176331","51717","874016","2023-04-30"
"2023-04","0305631000","E","멸치젓(염장/염수장)","수출","10800","21393","13491","29241","2023-04-30"
"2023-04","0305691000","E","연어(염장/ 염수장)","수출","0","0","1845","10285","2023-04-30"
"2023-04","0305693000","E","갈치(염장/염수장)","수출","726","6451","4136","40517","2023-04-30"
"2023-04","0305695000","E","고등어(염장/염수장)","수출","4889","43853","49982","428292","2023-04-30"
"2023-04","0305696000","E","조기(염장/염수장)","수출","0","0","126","6554","2023-04-30"
"2023-04","0305698000","E","꽁치(학꽁치 포함/염장/ 염수장)","수출","360","3268","360","3268","2023-04-30"
"2023-04","0305699000","E","어류(청어/대구/연어/송어/갈치/정어리/고등어 등 이외)","수출","411","3353","4813","58523","2023-04-30"
"2023-04","0305712000","E","상어 지느러미(건조한 것)","수출","0","0","10750","287400","2023-04-30"
"2023-04","0305720000","E","대구(가두스모르화)/ 대구 이외","수출","0","0","120","1908","2023-04-30"
"2023-04","0305790000","E","기타 어류의 머리 꼬리","수출","4267","42637","18662","178450","2023-04-30"
"2023-04","0306141090","E","게살(냉동한 것) 훈제한 것(기타)","수출","13229","133727","28004","350031","2023-04-30"
"2023-04","0306142000","E","왕게(냉동)","수출","79683","1495500","304296","4062140","2023-04-30"
"2023-04","0306143010","E","꽃게(냉동한 것) 훈제한 것","수출","500","662","500","662","2023-04-30"
"2023-04","0306143090","E","꽃게(냉동한 것) 기타","수출","195625","793127","335135","1266608","2023-04-30"
"2023-04","0306149090","E","갑각류 기타(냉동한 것)(훈제한것 외 기타)","수출","606706","6071153","2349806","18854308","2023-04-30"
"2023-04","0306169090","E","냉수성 새우류(판달러스종/크란곤 크란곤)기타(냉동한 것)(훈제한 것)","수출","193530","4251348","320758","6273498","2023-04-30"
"2023-04","0306171090","E","기타의 새우류의 새우살(냉동한 것)(훈제한 것 외 기타)","수출","2647","29338","21596","173465","2023-04-30"
"2023-04","0306179091","E","흰다리새우{리토페나에수스바나메이)","수출","0","0","10","188","2023-04-30"
"2023-04","0306179099","E","기타","수출","63","1059","25014","20631","2023-04-30"
"2023-04","0306199000","E","기타[분ㆍ조분 및 펠리트를 포함(식용에 적합)](냉동한 것)(훈제한 것 외 기타)","수출","504","15760","3415","105322","2023-04-30"
"2023-04","0306331000","E","꽃게","수출","89121","646623","120178","947754","2023-04-30"
"2023-04","0306332000","E","대게","수출","45423","1212614","119358","3373663","2023-04-30"
"2023-04","0306339000","E","게(기타)","수출","29740","1085746","673380","31137936","2023-04-30"
"2023-04","0306360000","E","그 밖의 새우류","수출","1688","13163","3199","35480","2023-04-30"
"2023-04","0306930000","E","게(건조/ 염상/염수장/ 훈제/ 기타)-게살포함","수출","0","0","784","11168","2023-04-30"
"2023-04","0306951020","E","건조한 것","수출","258","5770","420","10117","2023-04-30"
"2023-04","0306959020","E","건조한 것","수출","1221","22961","1421","28302","2023-04-30"
"2023-04","0306959030","E","염장이나 염수장한 것","수출","27684","119364","120584","556257","2023-04-30"
"2023-04","0306992000","E","건조한 것","수출","0","0","100","3252","2023-04-30"
"2023-04","0307111090","E","굴치패 종패용 외 기타(산 것  신선 또는 냉장한 것)","수출","0","0","586","12715","2023-04-30"
"2023-04","0307119000","E","굴치패 기타(산 것 신선 또는 냉장한 것)","수출","16061","78614","100060","559869","2023-04-30"
"2023-04","0307120000","E","냉동한 것","수출","1280331","9660538","3065371","22626348","2023-04-30"
"2023-04","0307192000","E","기타 굴(건조한 것)","수출","1","27","11","1199","2023-04-30"
"2023-04","0307193000","E","기타 굴(염장 또는 염수장","수출","240","2252","21538","211726","2023-04-30"
"2023-04","0307211000","E","가리비과의조개(산것/ 신선/ 냉장) - 펙텐/ 클라미스/ 프라코펙텐 속의 것","수출","5980","96197","25013","425873","2023-04-30"
"2023-04","0307219000","E","가리비과의조개 기타(산것/ 신선/ 냉장) - 펙텐/ 클라미스/ 프라코펙텐 속의 것 제외","수출","229","3669","1016","9338","2023-04-30"
"2023-04","0307229000","E","가리비과의조개(냉동)","수출","987","10755","988","10795","2023-04-30"
"2023-04","0307310000","E","홍합(산것/신선/냉장)","수출","40","1027","140","1151","2023-04-30"
"2023-04","0307320000","E","냉동한 것","수출","2180","7606","6928","24051","2023-04-30"
"2023-04","0307392000","E","홍합(건조)","수출","12","348","12","348","2023-04-30"
"2023-04","0307399000","E","홍합(산 것/ 신선/ 냉장/ 냉동/ 건조 이외 기타)","수출","600","1855","610","1908","2023-04-30"
"2023-04","0307421090","E","기타","수출","3320","8691","4872","13390","2023-04-30"
"2023-04","0307422090","E","기타","수출","0","0","10","80","2023-04-30"
"2023-04","0307431010","E","세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종","수출","50","17","74","365","2023-04-30"
"2023-04","0307431090","E","기타","수출","21","539","202061","247069","2023-04-30"
"2023-04","0307432010","E","옴마스트레페스(Ommastrephes)종ㆍ로리고(Loligo)종ㆍ노토토다루스(Nototodarus)종ㆍ세피오투디스(Sepioteuthis)종","수출","13063","36651","361150","1258364","2023-04-30"
"2023-04","0307432090","E","기타","수출","2631180","8136450","5979949","19432301","2023-04-30"
"2023-04","0307492010","E","갑오징어[세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종]와 오징어[옴마스트레페스(Ommastrephes)종ㆍ로","수출","980","11312","1027","12334","2023-04-30"
"2023-04","0307492090","E","기타","수출","94","830","1014","7882","2023-04-30"
"2023-04","0307493010","E","갑오징어[세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종]와 오징어[옴마스트레페스(Ommastrephes)종ㆍ로","수출","4295","43320","8265","136870","2023-04-30"
"2023-04","0307493090","E","기타","수출","4836","106850","18813","399046","2023-04-30"
"2023-04","0307494090","E","기타","수출","0","0","1","10","2023-04-30"
"2023-04","0307511000","E","낙지(산것/신선/ 냉장)","수출","3917","59720","12962","221870","2023-04-30"
"2023-04","0307512000","E","주꾸미(산것/신선/ 냉장)","수출","10","381","400","3815","2023-04-30"
"2023-04","0307519000","E","기타문어(산것/신선/ 냉장)","수출","450","18488","2077","89690","2023-04-30"
"2023-04","0307521000","E","문어","수출","1200","17989","67679","230349","2023-04-30"
"2023-04","0307522000","E","낙지","수출","442","3500","4856","36693","2023-04-30"
"2023-04","0307523000","E","쭈꾸미","수출","5799","34443","11585","71093","2023-04-30"
"2023-04","0307529000","E","기타","수출","0","0","872","5658","2023-04-30"
"2023-04","0307592000","E","문어(건조)","수출","268","7092","466","11244","2023-04-30"
"2023-04","0307599000","E","문어(산것/ 신선/ 냉장/ 냉동/ 건조 이외 기타)","수출","790","8527","2093","23176","2023-04-30"
"2023-04","0307711000","E","백합","수출","80","132","2080","7160","2023-04-30"
"2023-04","0307712090","E","피조개 기타(산 것  신선 또는 냉장한 것)","수출","2381906","3821706","5560765","9381754","2023-04-30"
"2023-04","0307713000","E","새조개(산 것/신선 또는 냉장한 것)","수출","56","276","732","10398","2023-04-30"
"2023-04","0307714000","E","바지락(산 것 신선 또는 냉장한 것)","수출","8460","28381","17539","56887","2023-04-30"
"2023-04","0307719000","E","클램/ 새조개 및 피조개 기타 살아있는겄/ 신선한 것/ 냉장한 것","수출","23630","51693","221631","766813","2023-04-30"
"2023-04","0307721000","E","새조개","수출","375","8805","775","23989","2023-04-30"
"2023-04","0307723000","E","바지락","수출","26148","166594","163907","1053803","2023-04-30"
"2023-04","0307724000","E","피조개","수출","978","31876","1118","36300","2023-04-30"
"2023-04","0307729000","E","기타","수출","17795","94965","22757","217411","2023-04-30"
"2023-04","0307793090","E","클램/ 새조개 및 피조개 기타(염장 또는 염수장한 것)","수출","100","700","1200","10312","2023-04-30"
"2023-04","0307794090","E","새조개(훈제한 것)(기타)","수출","28","413","796","8469","2023-04-30"
"2023-04","0307810000","E","전복(산 것 신선 또는 냉장한 것)","수출","250692","4993668","781004","17452949","2023-04-30"
"2023-04","0307820000","E","살아있거나/ 신선하거나 냉장한 수정고둥류[스트롬버스(Strombus)종]","수출","0","0","11","1945","2023-04-30"
"2023-04","0307830000","E","냉동한 전복[할리오티스(Haliotis)종]","수출","5235","181829","12105","423237","2023-04-30"
"2023-04","0307840000","E","냉동한 수정고둥류[스트롬버스(Strombus)종]","수출","42","1220","42","1220","2023-04-30"
"2023-04","0307871000","E","건조한 것","수출","0","0","30","11680","2023-04-30"
"2023-04","0307911000","E","소라(산 것 신선 또는 냉장한 것)","수출","67090","247543","402841","1402216","2023-04-30"
"2023-04","0307913000","E","개아지살(산 것 신선 또는 냉장한 것)","수출","756","23837","2993","97643","2023-04-30"
"2023-04","0307919000","E","기타[분 조분 펠리트 포함(식용 적합)]의 기타(산/신선/냉장)","수출","316836","843212","1081232","2876891","2023-04-30"
"2023-04","0307921000","E","개아지살","수출","5","23","329","4282","2023-04-30"
"2023-04","0307922000","E","소라","수출","28","425","203","2091","2023-04-30"
"2023-04","0307929000","E","기타","수출","84685","588795","490499","4243626","2023-04-30"
"2023-04","0307992900","E","기타[분 조분 펠리트를 포함(식용에 적합한)]의 기타(건조)","수출","24","1311","24","1311","2023-04-30"
"2023-04","0307993000","E","소라/ 기타연체동물(염장/ 염수장)","수출","8388","7024","11488","26271","2023-04-30"
"2023-04","0307994110","E","골뱅이 (훈제한 것)(밀폐용기에 넣은 것)","수출","480","6277","771","9424","2023-04-30"
"2023-04","0307994900","E","기타[분 조분 펠리트를 포함(식용에 적합한)]의 기타(훈제한 것)","수출","267","6235","1442","47667","2023-04-30"
"2023-04","0308110000","E","해삼(산 것 신선 또는 냉장한 것)","수출","1474","37765","6561","152355","2023-04-30"
"2023-04","0308120000","E","냉동한 것","수출","23436","120367","81952","354133","2023-04-30"
